name,data,depr_data
python3-module-xstatic-svg-edit-moin,"[""python3(xstatic.pkg.svgedit_moin)""]","[""python3(xstatic.pkg.svgedit_moin)""]"
python3-module-xstatic-svgweb,"[""python3(xstatic.pkg.svgweb)""]","[""python3(xstatic.pkg.svgweb)""]"
python3-module-xstatic-term.js,"[""python3(xstatic.pkg.termjs)""]",[]
python3-module-xstatic-tv4,"[""python3(xstatic.pkg.tv4)""]","[""python3(xstatic.pkg.tv4)""]"
python3-module-xvfbwrapper,[],[]
python3-module-xxhash,[],[]
python3-module-yajl,[],[]
python3-module-yamlsettings,"[""python3(yamlsettings)""]","[""python3(yamlsettings)""]"
python3-module-yams,"[""python2.7(yams)""]",[]
python3-module-yappi,[],[]
python3-module-yaql,[],[]
python3-module-yarl,[],[]
python3-module-ybrowserauth,[],[]
python3-module-yelp-bytes,[],[]
python3-module-yelp-encodings,[],[]
python3-module-yieldfrom.urllib3,[],[]
python3-module-yubico,[],[]
python3-module-yubikey-manager,[],[]
python3-module-z3c.appconfig,[],[]
python3-module-z3c.batching,[],[]
python3-module-z3c.caching,[],[]
python3-module-z3c.coverage,[],[]
python3-module-z3c.deadlockdebugger,[],[]
python3-module-z3c.discriminator,[],[]
python3-module-z3c.javascript,[],[]
python3-module-z3c.locales,[],[]
python3-module-z3c.memhunt.objgraph,[],[]
python3-module-z3c.schema,[],[]
python3-module-z3c.zcmlhook,[],[]
python3-module-z3locales,[],[]
python3-module-zExceptions,[],[]
python3-module-zVMCloudConnector,[],[]
python3-module-zake,[],[]
python3-module-zaqarclient,[],[]
python3-module-zc.configuration,[],[]
python3-module-zc.i18n,[],[]
python3-module-zc.isithanging,"[""python3(zc.isithanging)""]","[""python3(zc.isithanging)""]"
python3-module-zc.lockfile,[],[]
python3-module-zc.mappingobject,"[""python3(zc.mappingobject)""]","[""python3(zc.mappingobject)""]"
python3-module-zc.parse_addr,"[""python3(zc.parse_addr)""]","[""python3(zc.parse_addr)""]"
python3-module-zc.signalhandler,[],[]
python3-module-zc.testbrowser,[],[]
python3-module-zope.optionalextension,[],[]
po4a,[],[]
podman,[],[]
polymc,[],[]
postgresql10-pg_partman,[],[]
postgresql11-pg_partman,[],[]
perl-Perl4-CoreLibs,"[""perl4-compat""]",[]
perl-Perl6-Junction,[],[]
perl-PerlIO-Layers,[],[]
perl-PerlIO-Util,[],[]
perl-PerlIO-eol,[],[]
perl-PerlIO-gzip,[],[]
perl-PerlIO-utf8_strict,[],[]
perl-PerlIO-via-Timeout,[],[]
perl-PerlIO-via-dynamic,[],[]
perl-PerlIO-via-symlink,[],[]
perl-PerlX-Maybe,[],[]
perl-PerlX-Maybe-XS,[],[]
perl-Pg,[],[]
perl-Pg-PQ,[],[]
perl-Plack-Middleware-Access,[],[]
perl-Plack-Middleware-Debug,[],[]
perl-Plack-Middleware-ETag,[],[]
perl-Plack-Middleware-FixMissingBodyInRedirect,[],[]
perl-Plack-Middleware-MethodOverride,[],[]
perl-Plack-Middleware-RemoveRedundantBody,[],[]
perl-Plack-Middleware-ReverseProxy,[],[]
perl-Plack-Middleware-Session,[],[]
perl-Plack-Middleware-TemplateToolkit,[],[]
perl-Plack-Middleware-Test-StashWarnings,[],[]
perl-Plack-Test-ExternalServer,[],[]
perl-Pod-Abstract,[],[]
perl-Pod-Checker,[],[]
perl-Pod-Coverage,[],[]
perl-Pod-Coverage-TrustPod,[],[]
perl-Pod-Elemental,[],[]
perl-Pod-Elemental-PerlMunger,[],[]
perl-Pod-Elemental-Transformer-List,[],[]
perl-Pod-Escapes,[],[]
perl-Pod-Eventual,[],[]
perl-Pod-HTML2Pod,[],[]
perl-Pod-LaTeX,[],[]
perl-Pod-Markdown,[],[]
perl-Pod-MinimumVersion,[],[]
perl-Pod-POM,[],[]
perl-Pod-POM-View-Restructured,[],[]
python3-module-zc.thread,"[""python3(zc.thread)""]",[]
python3-module-zconfig,[],[]
python3-module-zeep,[],[]
python3-module-zeroconf,[],[]
python3-module-zerorpc,[],[]
python3-module-zipp,[],[]
python3-module-zipstream,"[""python3(zipstream)""]",[]
python3-module-zmq,[],[]
python3-module-zodbpickle,"[""python3(zodbpickle)""]",[]
python3-module-zope.annotation,[],[]
python3-module-zope.authentication,[],[]
python3-module-zope.broken,[],[]
python3-module-zope.browser,[],[]
python3-module-zope.component,[],[]
python3-module-zope.componentvocabulary,[],[]
python3-module-zope.configuration,[],[]
python3-module-zope.contenttype,[],[]
python3-module-zope.copy,[],[]
python3-module-zope.deferredimport,[],[]
python3-module-zope.dependencytool,[],[]
python3-module-zope.dublincore,[],[]
python3-module-zope.errorview,[],[]
python3-module-zope.exceptions,[],[]
python3-module-zope.fixers,[],[]
python3-module-zope.hookable,[],[]
python3-module-zope.httpform,[],[]
python3-module-zope.httpformdate,[],[]
python3-module-zope.i18n,[],[]
python3-module-zope.i18nmessageid,[],[]
python3-module-zope.interface,[],[]
python3-module-zope.lifecycleevent,[],[]
python3-module-zope.location,[],[]
python3-module-zope.login,[],[]
python3-module-zope.modulealias,[],[]
apache2-mod_auth_token,"[""mod_auth_token""]","[""mod_auth_token""]"
apache2-mod_authn_pam,[],[]
apache2-mod_authz_external,[],[]
apache2-mod_dbi_pool,[],[]
apache2-mod_dnssd,[],[]
apache2-mod_evasive,[],[]
apache2-mod_geoip2,[],[]
apache2-mod_layout,[],[]
apache2-mod_limitipconn,[],[]
apache2-mod_mpm_itk,"[""apache2-httpd-itk""]",[]
apache2-mod_nss,"[""mod_nss""]","[""mod_nss""]"
apache2-mod_perl,"[""mod_perl""]","[""mod_perl""]"
apache2-mod_php7,"[""apache2-mod_php"",""php-engine""]","[""apache2-mod_php""]"
perl-Pod-Simple,[],[]
perl-Pod-Spell,[],[]
perl-Pod-Tests,[],[]
perl-Pod-Usage,[],[]
perl-Pod-Weaver,[],[]
perl-PodToHTML,[],[]
perl-PostScript-Simple,[],[]
perl-Privileges-Drop,[],[]
perl-Probe-Perl,[],[]
perl-Proc-Background,[],[]
perl-Proc-ChildError,[],[]
perl-Proc-FastSpawn,[],[]
perl-Proc-Guard,[],[]
perl-Proc-InvokeEditor,[],[]
perl-Proc-PID-File,[],[]
perl-Proc-ProcessTable,[],[]
perl-Proc-Simple,[],[]
perl-Proc-Wait3,[],[]
perl-Proc-WaitStat,[],[]
perl-Promises,[],[]
perl-Protocol-WebSocket,[],[]
perl-Quota,[],[]
perl-REST-Client,[],[]
perl-RPC-XML,[],[]
perl-RPM,[],[]
perl-RPM-Header-Alt,[],[]
perl-RPM-Payload,[],[]
perl-RPM-Source-Dependency-Analyzer,[],[]
perl-RPM-Source-Update,[],[]
perl-RPM-Specfile,[],[]
perl-RPM-Vercmp,[],[]
perl-RPM2,"[""file"",""list""]","[""filelist""]"
perl-RRDTool-OO,[],[]
perl-Readonly,[],[]
perl-Readonly-XS,[],[]
perl-Redis,[],[]
perl-Ref-Util,[],[]
perl-Regexp-Assemble,[],[]
perl-Regexp-Bind,[],[]
perl-Regexp-Common,[],[]
perl-Regexp-Common-net-CIDR,[],[]
perl-Regexp-Grammars,[],[]
perl-Regexp-IPv6,[],[]
perl-Regexp-Optimizer,[],[]
perl-Regexp-Parser,[],[]
perl-Regexp-Stringify,[],[]
perl-Regexp-Trie,[],[]
perl-Reply,[],[]
perl-Return-Value,[],[]
perl-Role-HasMessage,[],[]
perl-Role-Identifiable,[],[]
perl-Roman,[],[]
perl-Router-Boom,[],[]
perl-Router-Simple,[],[]
perl-RunApp,[],[]
perl-SDL,"[""perl-SDL25""]",[]
perl-SGML-Parser-OpenSP,[],[]
perl-SMS-Send,[],[]
perl-SMS-Send-DeviceGsm,[],[]
perl-SNMP-Simple,[],[]
python3-module-zope.password,[],[]
python3-module-zope.principalregistry,[],[]
python3-module-zope.processlifetime,[],[]
python3-module-zope.proxy,[],[]
python3-module-zope.publisher,[],[]
python3-module-zope.schema,[],[]
python3-module-zope.security,[],[]
python3-module-zope.sendmail,[],[]
python3-module-zope.sequencesort,[],[]
python3-module-zope.server,[],[]
python3-module-zope.size,[],[]
python3-module-zope.structuredtext,[],[]
python3-module-zope.tal,[],[]
python3-module-zope.tales,[],[]
python3-module-zope.testbrowser,[],[]
python3-module-zope.testing,[],[]
python3-module-zope.testrunner,[],[]
python3-module-zope.thread,[],[]
python3-module-zope.weakset,[],[]
python3-module-zope.z2release,[],[]
python3-module-zopemetadatamaker,[],[]
python3-module-zstd,[],[]
python3-module-zunclient,[],[]
pythonium,[],[]
pythonqt,[],[]
pyzy,"[""pyzy-db""]",[]
qa-robot,[],[]
qalculate,[],[]
qamix,[],[]
qascade,[],[]
qastools,[],[]
qboot,[],[]
qcalcfilehash,[],[]
qcat,[],[]
qcl,[],[]
qconnman-ui,[],[]
qcustomplot,[],[]
qd,[],[]
qelectrotech,[],[]
perl-SOAP-Lite,[],[]
perl-SOAP-Transport-HTTP-Nginx,[],[]
perl-SOAP-WSDL,[],[]
perl-SQL-Abstract,[],[]
perl-SQL-Abstract-Limit,[],[]
perl-SQL-Abstract-Pg,[],[]
perl-SQL-Interp,[],[]
perl-SQL-Tokenizer,[],[]
perl-SQL-Translator,[],[]
perl-SRU,[],[]
perl-SUPER,[],[]
perl-SVG-Parser,[],[]
perl-Safe-Isa,[],[]
perl-Sane,[],[]
perl-Scalar-String,[],[]
perl-Scalar-Util-Instance,[],[]
perl-Schedule-At,[],[]
perl-Scope-Upper,[],[]
perl-Search-Xapian,[],[]
perl-Sereal,[],[]
perl-Server-Starter,[],[]
perl-Session-Storage-Secure,[],[]
perl-Set-Crontab,[],[]
perl-Set-Infinite,[],[]
perl-Set-IntSpan-Fast,[],[]
perl-Set-NestedGroups,[],[]
perl-Set-Object,[],[]
perl-Set-Tiny,[],[]
perl-Shell,[],[]
perl-Shell-Config-Generate,[],[]
perl-Signal-Mask,[],[]
perl-Smart-Args,[],[]
perl-Snowball-Norwegian,[],[]
perl-Snowball-Swedish,[],[]
perl-Socket-MsgHdr,[],[]
perl-Socket-Netlink,[],[]
perl-Socket6,[],[]
perl-Software-License,[],[]
perl-Software-License-CCpack,[],[]
perl-Sort-Key,[],[]
perl-Sort-Versions,[],[]
perl-Source-Bundle,[],[]
perl-Source-Package,[],[]
perl-Source-Shared-CLI,[],[]
perl-Source-Shared-FindLocalMirror,[],[]
perl-Source-Shared-Resource,[],[]
perl-Specio,[],[]
perl-Sphinx-Search,[],[]
perl-Spiffy,[],[]
perl-Spreadsheet-ParseExcel,[],[]
perl-Spreadsheet-XLSX,[],[]
perl-Starlet,[],[]
perl-Statistics-Basic,[],[]
perl-Statistics-CaseResampling,[],[]
perl-Statistics-ChiSquare,[],[]
perl-Statistics-Contingency,[],[]
perl-Statistics-Descriptive,[],[]
perl-Statistics-Distributions,[],[]
perl-Statistics-TTest,[],[]
perl-Stream-Buffered,[],[]
perl-String-Approx,[],[]
perl-String-BitCount,[],[]
perl-String-CRC,[],[]
perl-String-Compare-ConstantTime,[],[]
perl-String-Errf,[],[]
perl-String-Flogger,[],[]
perl-String-Format,[],[]
perl-String-Formatter,[],[]
perl-String-Koremutake,[],[]
perl-String-Prettify,[],[]
perl-String-Print,[],[]
perl-String-Random,[],[]
perl-String-ShellQuote,[],[]
perl-String-Similarity,[],[]
perl-String-TT,[],[]
perl-String-Tokenizer,[],[]
perl-String-Truncate,[],[]
perl-String-Util,[],[]
perl-Struct-Dumb,[],[]
perl-Sub-Attribute,[],[]
perl-Sub-Delete,[],[]
perl-Sub-Exporter-GlobExporter,[],[]
perl-Sub-Exporter-Lexical,[],[]
perl-Sub-Exporter-Progressive,[],[]
perl-Sub-HandlesVia,[],[]
perl-Sub-Identify,[],[]
perl-Sub-Install,[],[]
perl-Sub-Name,[],[]
perl-Sub-Override,[],[]
perl-Sub-Uplevel,[],[]
perl-Switch,[],[]
perl-Symbol-Global-Name,[],[]
perl-Syntax-Highlight-Perl,[],[]
perl-Syntax-Highlight-Perl-Improved,[],[]
perl-Syntax-Keyword-Junction,[],[]
perl-Sys-CPU,[],[]
perl-Sys-CPUtime,[],[]
perl-Sys-MemInfo,[],[]
perl-Sys-SigAction,[],[]
perl-Sys-Virt,[],[]
perl-System-Command,[],[]
perl-TAP,[],[]
perl-TAP-Formatter-HTML,[],[]
perl-TAP-Harness-Archive,[],[]
perl-TAP-SimpleOutput,[],[]
perl-TOML-Parser,[],[]
perl-Tapper,[],[]
perl-Tapper-Base,[],[]
perl-Tapper-Cmd,[],[]
perl-Tapper-Config,[],[]
perl-Tapper-Installer,[],[]
perl-Tapper-PRC,[],[]
perl-Tapper-Remote,[],[]
perl-Tapper-Reports-DPath,[],[]
perl-Tapper-Reports-Receiver,[],[]
perl-Tapper-Schema,[],[]
perl-Tapper-TestSuite-AutoTest,[],[]
perl-Tapper-TestSuite-HWTrack,[],[]
perl-Tapper-TestSuite-Netperf,[],[]
perl-Task,[],[]
perl-Telephony-CountryDialingCodes,[],[]
perl-Template,[],[]
perl-Template-Extract,[],[]
perl-Template-Plugin-Autoformat,[],[]
perl-Template-Plugin-EnvHash,[],[]
perl-Template-Provider-DBIC,[],[]
perl-Template-Timer,[],[]
perl-Template-Tiny,[],[]
perl-Template-Toolkit-Simple,[],[]
perl-Term-ANSIColor,[],[]
perl-Term-Animation,[],[]
perl-Term-Cap,[],[]
perl-Term-EditorEdit,[],[]
perl-Term-ProgressBar,[],[]
perl-Term-ReadLine-Gnu,[],[]
perl-Term-Size,[],[]
perl-Term-Size-Any,[],[]
perl-Term-Size-Perl,[],[]
perl-Term-UI,[],[]
perl-Term-VT102,[],[]
perl-Term-VT102-Boundless,[],[]
perl-Test-Assertions,[],[]
perl-Test-Base,[],[]
perl-Test-Block,[],[]
perl-Test-CPAN-Meta,[],[]
perl-Test-CPAN-Meta-JSON,[],[]
perl-Test-CheckDeps,[],[]
perl-Test-Class,[],[]
perl-Test-ClassAPI,[],[]
perl-Test-CleanNamespaces,[],[]
perl-Test-ConsistentVersion,[],[]
perl-Test-Database,[],[]
perl-Test-Deep,[],[]
perl-Test-Deep-Fuzzy,[],[]
perl-Test-Differences,[],[]
perl-Test-Distribution,[],[]
perl-Test-Dynamic,[],[]
perl-Test-Easy,[],[]
perl-Test-Email,[],[]
perl-Test-Exit,[],[]
perl-Test-Expect,[],[]
perl-Test-FailWarnings,[],[]
perl-Test-Fatal,[],[]
perl-Test-File-ShareDir,[],[]
perl-Test-Filename,[],[]
perl-Test-Fork,[],[]
perl-Test-HTTP,[],[]
perl-Test-HTTP-Server-Simple,[],[]
perl-Test-HasVersion,[],[]
perl-Test-HexString,[],[]
perl-Test-Identity,[],[]
perl-Test-InDistDir,[],[]
perl-Test-Inline,[],[]
perl-Test-Inter,[],[]
perl-Test-Kit,[],[]
perl-Test-LeakTrace,[],[]
perl-Test-LectroTest,[],[]
perl-Test-Lib,[],[]
perl-Test-Memory-Cycle,[],[]
perl-Test-MemoryGrowth,[],[]
perl-Test-Metrics-Any,[],[]
perl-Test-MinimumVersion-Fast,[],[]
perl-Test-Mock-Guard,[],[]
perl-Test-Mock-Time,[],[]
perl-Test-MockModule,[],[]
perl-Test-MockObject,[],[]
perl-Test-MockTime,[],[]
perl-Test-Moose-More,[],[]
perl-Test-More-UTF8,[],[]
perl-Test-Most,[],[]
perl-Test-NiceDump,[],[]
perl-Test-NoBreakpoints,[],[]
perl-Test-NoTabs,[],[]
perl-Test-Object,[],[]
perl-Test-Output,[],[]
perl-Test-Perl-Critic,[],[]
perl-Test-Pod,[],[]
perl-Test-Pod-Content,[],[]
perl-Test-Pod-LinkCheck,[],[]
perl-Test-Portability-Files,[],[]
perl-Test-Prereq,[],[]
perl-Test-Refcount,[],[]
perl-Test-Requires,[],[]
perl-Test-RequiresInternet,[],[]
perl-Test-Run,[],[]
perl-Test-Run-CmdLine,[],[]
perl-Test-Script,[],[]
perl-Test-Script-Run,[],[]
perl-Test-Spec,[],[]
perl-Test-Spelling,[],[]
perl-Test-Stream,[],[]
perl-Test-SubCalls,[],[]
perl-Test-Synopsis,[],[]
perl-Test-TCP,[],[]
perl-Test-TableDriven,[],[]
perl-Test-Taint,[],[]
perl-Test-TempDir-Tiny,[],[]
perl-Test-Time,[],[]
perl-Test-Timer,[],[]
perl-Test-TinyMocker,[],[]
perl-Test-Toolbox,[],[]
perl-Test-UseAllModules,[],[]
perl-Test-Valgrind,[],[]
perl-Test-Vars,[],[]
perl-Test-WWW-Mechanize,[],[]
perl-Test-WWW-Mechanize-Catalyst,[],[]
perl-Test-WWW-Mechanize-PSGI,[],[]
perl-Test-Warnings,[],[]
perl-Test-Weaken,[],[]
perl-Test-Without-Module,[],[]
perl-Test-YAML-Meta,[],[]
perl-Test-YAML-Valid,[],[]
perl-Test-utf8,[],[]
perl-Test2-Suite,[],[]
perl-Text-Affixes,[],[]
perl-Text-Aligner,[],[]
perl-Text-Aspell,[],[]
perl-Text-Balanced,[],[]
perl-Text-BibTeX,[],[]
perl-Text-Bidi,[],[]
perl-Text-Brew,[],[]
perl-Text-CSV,[],[]
perl-Text-CSV-Slurp,[],[]
perl-Text-Clip,[],[]
perl-Text-DelimMatch,[],[]
perl-Text-Diff,[],[]
perl-Text-ExtractWords,[],[]
perl-Text-FindIndent,[],[]
perl-Text-Format,[],[]
perl-Text-FormatTable,[],[]
perl-Text-German,[],[]
perl-Text-Glob,[],[]
perl-Text-Iconv,[],[]
perl-Text-Kakasi,[],[]
liblensfun,[],[]
libleptonica,[],[]
libleveldb,[],[]
liblilv,"[""lilv"",""lilv-devel""]",[]
liblinebreak,[],[]
liblinpack,[],[]
libliri,[],[]
liblmdb,[],[]
liblmdbxx,[],[]
liblnk,[],[]
liblo,[],[]
libloader,[],[]
liblockfile,[],[]
liblog4cpp,[],[]
liblogging,[],[]
liblognorm,[],[]
liblqr,[],[]
servicectl,[],[]
liblayout,[],[]
liblazy,[],[]
liblbxutil,[],[]
liblcms2,[],[]
libldac,[],[]
libleatherman,"[""leatherman-devel""]","[""leatherman-devel""]"
libmeanwhile,[],[]
libmed,[],[]
libmediainfo,"[""libmediainfo.so""]","[""libmediainfo.so""]"
libmediastreamer,[],[]
libmediastreamer-ilbc,[],[]
libmemcache,"[""memcache-devel""]","[""memcache-devel""]"
libmemphis,"[""memphis-devel""]","[""memphis-devel""]"
libmesode,[],[]
libmetalink,[],[]
libmhash,[],[]
libmikmod,[],[]
libmilter-workers,"[""\tlib64milterstatic-devel"",""\tlibmilter-devel"",""\tmilter-devel""]","[""\tlib64milterstatic-devel"",""\tlibmilter-devel"",""\tmilter-devel""]"
libmimalloc,[],[]
libmimetic,[],[]
libminc,[],[]
pspg,[],[]
pstotext,[],[]
pstreams-devel,"[""pstreams""]",[]
psutils,[],[]
ptbatterysystemtray,[],[]
pthread_workqueue,[],[]
ptmax,[],[]
ptouch-print,[],[]
ptpython3,[],[]
public-inbox,[],[]
pudb,[],[]
pulseaudio-dlna,[],[]
pulseaudio-qt5,[],[]
pulseeffects,[],[]
pulsejoin,[],[]
pulsemixer,[],[]
pulseview,[],[]
puppet-puppetserver-foreman,[],[]
puppet-theforeman-foreman,[],[]
puppetboard,[],[]
puppetdb,[],[]
puppetserver,[],[]
pure-doc,[],[]
purple-history-since,[],[]
purple-plugin-bot-sentry,[],[]
purple-plugin-carbons,[],[]
purple-plugin-lurch,[],[]
purple-plugin-matrix,[],[]
purple-plugin-microblog,[],[]
purple-plugin-skypeweb,[],[]
purple-plugin-vk,[],[]
purple-telegram,[],[]
purple-xmpp-http-upload,[],[]
pushover,[],[]
putty,[],[]
puzzle-jigsaw,[],[]
puzzle-master,[],[]
pv,[],[]
pve-spice-client,"[""spice-ec""]",[]
pve-spiceterm,[],[]
pve-storage-linstor,[],[]
pve-vncterm,[],[]
pwgen,[],[]
pwsafe,[],[]
pxview,[],[]
pxz,[],[]
py3c,[],[]
pybind11,[],[]
pybookreader,[],[]
pycam,[],[]
pychecker,[],[]
pychess,[],[]
pycrc,[],[]
pydb,[],[]
pydxcluster,[],[]
pyhoca-cli,[],[]
pylize,[],[]
pylog2rotate,[],[]
pyotherside,[],[]
pyro,[],[]
ttysnoop,[],[]
tuareg-mode,[],[]
liblttng-ust,[],[]
libluv,[],[]
liblzf,[],[]
libm17n,[],[]
libm17n-db,[],[]
libmaa,[],[]
libmad,[],[]
libmanette,[],[]
libmatchbox,[],[]
libmatemixer,[],[]
libmatio,[],[]
libmatthew-java,[],[]
libmaxminddb,[],[]
libmcrypt,[],[]
libmirage,"[""libmirage""]",[]
libmirisdr,"[""libmirisdr-devel""]",[]
libmkv,[],[]
libmm,"[""mm"",""mm-devel""]","[""mm-devel""]"
libmms,[],[]
libmmtf,[],[]
libmng,[],[]
libmnl,[],[]
libmodelfile,[],[]
libmodman,[],[]
libmodplug,[],[]
libmongoc,[],[]
libmowgli,[],[]
libmowgli2,[],[]
libmp3hip,[],[]
libmp3splt,[],[]
libmpack,[],[]
libmpc3,"[""libmpc""]",[]
libmpcdec,[],[]
libmpd,"[""\tmpd-devel""]","[""\tmpd-devel""]"
libmpdclient,[],[]
libmpris-qt5,[],[]
libksba,[],[]
liblc3,[],[]
libmatroska,[],[]
libmbim-glib,[],[]
libmemcached,[],[]
libmfx,[],[]
libmicrohttpd,[],[]
libmwaw,[],[]
libmysofa,[],[]
xmount,[],[]
xmpcore,[],[]
xmrig,[],[]
xmrm,[],[]
xmvn,[],[]
xnee,[],[]
xneur,[],[]
xom,[],[]
xonotic,[],[]
xorg-96dpi,[],[]
xorg-cf-files,[],[]
xorg-conf-noblank,[],[]
xorg-conf-right-click-ungrab,[],[]
xorg-conf-synaptics,[],[]
xorg-font-encodings,"[""encodings"",""xorg-x11-font-encodings""]","[""encodingsxorg-x11-font-encodings"",""xorg-x11-font-encodings""]"
xorg-fontcacheproto-devel,"[""fontcacheproto""]","[""fontcacheproto""]"
xorg-installers,[],[]
xorg-pmproto-devel,"[""pmproto"",""xproxymanagementprotocol"",""xproxymngproto""]","[""pmproto"",""xproxymanagementprotocol"",""xproxymngproto""]"
xorg-printproto-devel,"[""printproto""]","[""printproto""]"
libEMF,[],[]
libFS,[],[]
libGLU,[],[]
libGLw,[],[]
libGeoIP,[],[]
libHX,[],[]
libICE,[],[]
libIDL,[],[]
pysol-cardsets,[],[]
pysol-music,[],[]
pystring,[],[]
pysycache,[],[]
pytables,[],[]
pythia8,[],[]
python-base,[],[]
python-doc,[],[]
python-etcd,"[""python3-module-python-etcd""]","[""python3-module-python-etcd""]"
python-module-BeautifulSoup4,"[""python2.7-module-BeautifulSoup4""]","[""python2.7-module-BeautifulSoup4""]"
python-module-CleverCSS,[],[]
python-module-ClientForm,"[""python2.7-module-ClientForm""]","[""python2.7-module-ClientForm""]"
python-module-Cython,"[""Cython""]","[""Cython""]"
python-module-DNS,"[""python-module-pydns"",""python2.7-module-DNS""]","[""python-module-pydns"",""python2.7-module-DNS""]"
python-module-DateTime,[],[]
python-module-Extremes,"[""python2.7-module-Extremes""]","[""python2.7-module-Extremes""]"
python-module-MultipartPostHandler2,[],[]
python-module-Nevow,"[""python2.7-module-Nevow""]","[""python2.7-module-Nevow""]"
python-module-OpenGL,"[""python2.7-module-OpenGL""]","[""python2.7-module-OpenGL""]"
python-module-OpenGL_accelerate,[],[]
python-module-OpenSSL,"[""python-module-pyOpenSSL"",""python-module-pyOpenSSL-doc"",""python2.7-module-OpenSSL""]","[""python-module-pyOpenSSL"",""python-module-pyOpenSSL-doc"",""python2.7-module-OpenSSL""]"
python-module-PLTable,"[""python-module-prettytable"",""python2.7(PLTable)""]","[""python2.7(PLTable)""]"
python-module-Pillow,"[""python-module-imaging""]",[]
python-module-Polygon,"[""\tpython-Polygon""]","[""\tpython-Polygon""]"
python-module-PyContracts,"[""python2.7(PyContracts)"",""python3(PyContracts)""]","[""python2.7(PyContracts)""]"
libalfont,"[""alfont"",""alfont-devel""]","[""alfont""]"
liballegro5.2,"[""liballegro-devel"",""liballegro5-devel""]","[""liballegro5-devel""]"
libalsa,"[""(zerg@)"",""alsa-lib"",""libalsa2"",""libalsa2-devel""]","[""alsa-lib"",""alsa-lib(zerg@)""]"
libaltselinux,[],[]
tunctl,[],[]
tunneler,[],[]
tupitube-desk,[],[]
python-module-PyGreSQL,"[""python2.7-module-PyGreSQL""]","[""python2.7-module-PyGreSQL""]"
python-module-PyPDF2,[],[]
python-module-PyPanel,"[""PyPanel""]","[""PyPanel""]"
libalut,[],[]
libamtk,[],[]
libantlr4,[],[]
libao,"[""libao-alsa"",""libao-pulse""]","[""libao-alsa""]"
libaom,[],[]
libaosd,[],[]
libapogee,[],[]
libappindicator,[],[]
libarchive,"[""libarchive""]",[]
sequence-library,[],[]
ser2net,[],[]
sercd,[],[]
serp,[],[]
xorg-sgml-doctools,[],[]
xorg-synaptics-touchfreeze,[],[]
xorg-trapproto-devel,"[""trapproto""]","[""trapproto""]"
xorg-util-macros,"[""util-macros""]","[""util-macros""]"
kde5-krename,[],[]
kde5-krusader,[],[]
kde5-ksplash-disabled,[],[]
kde5-kstars,[],[]
kde5-ktp-call-ui,[],[]
kde5-kup,"[""kde4-kup""]",[]
tuscany-parent,[],[]
tuscany-sdo-java,[],[]
libarpack-ng,"[""arpack""]",[]
libart_lgpl,[],[]
libass,[],[]
libassuan,[],[]
libast,[],[]
libasyncns,[],[]
libatasmart,[],[]
libatg,"[""atg-devel""]","[""atg-devel""]"
libatk,"[""atk"",""atk-devel"",""atk-devel-static""]","[""atk"",""atk-devel-static""]"
libatkmm,"[""atkmm"",""atkmm-devel""]","[""atkmm"",""atkmm-devel""]"
libatlascpp,"[""Atlas-C++"",""atlascpp"",""atlascpp-devel""]","[""Atlas-C%2B%2B"",""atlascpp""]"
libatomic_ops,"[""\tatomic_ops-devel"",""\tlibatomic_ops-devel""]","[""\tatomic_ops-devel"",""\tlibatomic_ops-devel""]"
libaubio5,"[""libaubio-devel""]",[]
perl-Text-Markdown-Hoedown,[],[]
perl-Text-MicroTemplate-Extended,[],[]
libavc1394,[],[]
xorg-xcbproto-devel,"[""xcb-proto"",""xcbproto""]","[""xcb-proto"",""xcbproto""]"
xorg-xf86miscproto-devel,"[""xf86miscproto""]","[""xf86miscproto""]"
xorg-xf86rushproto-devel,"[""xf86rushproto""]","[""xf86rushproto""]"
xorg-xtrans-devel,"[""xtrans""]","[""xtrans""]"
xoscope,[],[]
xosd,"[""itself"",""tag"",""to"",""xmms-xosd""]","[""toitselftag"",""xmms-xosd""]"
xosview,[],[]
xournal,[],[]
xournalpp,[],[]
xpa,[],[]
xpad,[],[]
xpat2,[],[]
xpenguins,[],[]
xpilot-ng,"[""xpilot-ng-engine"",""xpilot-ng-selinux""]","[""xpilot-ng-selinux""]"
xplanet,[],[]
xplayer-plparser,[],[]
sessreg,[],[]
setbranding,[],[]
setools,[],[]
setproctitle,[],[]
setserial,[],[]
settime-rfc867,[],[]
settings-alsa-sof-force,[],[]
settingsd,[],[]
setup-mate-nocomposite,[],[]
setup-mate-terminal,[],[]
setup-multiseat-pulse,[],[]
setup-rsyslog-client,[],[]
setxkbmap,[],[]
seven-gnomes,[],[]
sevents,[],[]
sexpr,[],[]
sfizz,[],[]
sflowtool,[],[]
sfxr-sdl,[],[]
sg3_utils,[],[]
sgml-common,[],[]
sha1collisiondetection,[],[]
shadow,"[""adduser""]","[""adduser""]"
shake,[],[]
shapercontrol,[],[]
shared-color-profiles,[],[]
shared-desktop-ontologies,[],[]
shared-mime-info,[],[]
sharutils,[],[]
shc,[],[]
shellcheck,[],[]
shellinabox,[],[]
shelxle,[],[]
shfmt,[],[]
shim,[],[]
shim-signed,[],[]
shippy,"[""shippy-engine""]",[]
shlomif-cmake-modules,[],[]
shntool,[],[]
shorewall-core,"[""shoreline_firewall""]",[]
shorewall-docs-html,[],[]
